symbol,name,fiscal_year,current_price,analyst_tp,analyst_low,analyst_high,consensus,last_updated,price,eps,pe,roe,bvps,debt_assets,ocfps,fcfps,revps,divps
FCX,Freeport-McMoRan,2019,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,12.0,0.87,13.79,5.0,11.0,0.48,2.5,1.0,10.0,0.3
FCX,Freeport-McMoRan,2020,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,24.7,-1.09,-22.66,,10.0,0.5,1.0,-0.5,7.5,0.05
FCX,Freeport-McMoRan,2021,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,44.3,2.47,17.94,13.5,12.5,0.46,4.0,2.5,14.0,0.15
FCX,Freeport-McMoRan,2022,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,36.2,3.62,10.0,20.0,16.5,0.42,5.0,3.5,18.0,0.6
FCX,Freeport-McMoRan,2023,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,40.4,1.28,31.56,6.5,18.5,0.4,3.0,1.5,13.0,0.6
FCX,Freeport-McMoRan,2024,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,43.0,1.3,33.08,6.5,19.0,0.4,3.5,1.5,13.0,0.6
FCX,Freeport-McMoRan,2025,45.5,55.0,32.0,75.0,Buy,2026-05-30T12:35:17.805760+00:00,38.0,1.52,25.0,7.5,20.0,0.4,4.0,2.0,13.5,0.6
FDX,FedEx,2015,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,160.0,8.59,18.63,16.0,52.0,0.36,10.0,5.0,128.0,0.8
FDX,FedEx,2016,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,156.0,9.19,16.97,15.5,57.0,0.4,11.0,5.0,135.0,1.0
FDX,FedEx,2017,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,208.0,11.07,18.79,16.5,61.0,0.44,12.0,5.5,143.0,1.6
FDX,FedEx,2018,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,245.0,12.9,18.99,18.5,65.0,0.48,13.5,6.0,158.0,2.0
FDX,FedEx,2019,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,155.0,15.52,9.99,22.0,68.0,0.52,15.0,6.5,175.0,2.6
FDX,FedEx,2020,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,262.0,9.5,27.58,14.0,68.0,0.56,12.0,4.0,175.0,2.6
FDX,FedEx,2021,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,257.0,19.76,13.01,25.0,73.0,0.58,18.0,9.0,196.0,2.6
FDX,FedEx,2022,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,178.0,14.78,12.04,18.0,78.0,0.6,15.0,6.0,220.0,4.0
FDX,FedEx,2023,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,266.0,10.88,24.45,13.0,80.0,0.6,14.0,5.5,214.0,4.6
FDX,FedEx,2024,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,262.0,17.21,15.22,20.0,85.0,0.62,17.0,7.5,220.0,5.04
FDX,FedEx,2025,247.0,300.0,195.0,400.0,Buy,2026-05-30T12:35:17.805760+00:00,247.0,16.81,14.69,18.0,92.0,0.63,17.5,8.0,224.0,5.52
GE,GE Aerospace,2015,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,25.0,-0.58,-43.1,,10.5,0.68,1.5,0.5,15.0,0.92
GE,GE Aerospace,2016,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,29.5,1.49,19.8,5.0,8.5,0.7,1.0,0.0,14.5,0.92
GE,GE Aerospace,2017,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,21.0,-3.34,-6.29,,5.0,0.72,-0.5,-1.5,14.0,0.84
GE,GE Aerospace,2018,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,10.5,0.14,75.0,0.5,4.5,0.74,0.5,-0.5,14.5,0.48
GE,GE Aerospace,2019,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,10.0,-2.82,-3.55,,3.0,0.75,0.2,-0.8,13.5,0.04
GE,GE Aerospace,2020,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,10.9,0.01,1090.0,0.1,3.5,0.72,0.2,-0.5,12.5,0.04
GE,GE Aerospace,2021,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,12.5,1.25,10.0,4.0,5.0,0.68,1.5,0.8,13.0,0.04
GE,GE Aerospace,2022,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,15.5,2.48,6.25,9.0,6.0,0.65,2.0,1.0,13.5,0.04
GE,GE Aerospace,2023,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,110.0,8.36,13.16,30.0,8.0,0.6,4.5,3.0,14.5,0.32
GE,GE Aerospace,2024,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,177.0,5.99,29.55,22.0,9.5,0.58,5.5,4.0,16.0,0.56
GE,GE Aerospace,2025,229.0,250.0,150.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,229.0,8.14,28.13,28.0,11.0,0.56,7.5,5.5,18.5,0.88
GEV,GE Vernova,2019,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
GEV,GE Vernova,2020,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
GEV,GE Vernova,2021,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
GEV,GE Vernova,2022,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,,,,,,,,,,0.0
GEV,GE Vernova,2023,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,,-1.9,,,,,-0.5,-1.2,33.0,0.0
GEV,GE Vernova,2024,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,175.0,2.2,79.55,,,,4.2,3.6,34.9,0.5
GEV,GE Vernova,2025,1095.0,1211.34,836.0,1424.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,1095.0,14.0,78.21,,,,12.0,10.5,38.1,2.0
GM,General Motors Company,2015,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,33.0,5.91,5.58,22.0,24.4,,7.2,4.2,155.0,1.52
GM,General Motors Company,2016,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,31.0,6.0,5.17,21.0,26.3,,7.8,4.5,152.0,1.52
GM,General Motors Company,2017,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,38.0,6.62,5.74,22.0,30.7,,8.1,5.2,164.0,1.52
GM,General Motors Company,2018,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,33.0,5.53,5.97,18.0,32.5,,7.6,4.8,169.0,1.52
GM,General Motors Company,2019,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,37.0,4.96,7.46,14.0,34.9,,6.5,4.0,163.0,1.52
GM,General Motors Company,2020,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,44.0,5.31,8.29,17.0,39.8,,5.5,3.0,138.0,0.0
GM,General Motors Company,2021,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,57.0,7.68,7.42,23.0,46.7,,9.0,6.0,162.0,0.72
GM,General Motors Company,2022,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,32.0,6.5,4.92,21.0,46.8,,9.1,5.7,183.0,1.44
GM,General Motors Company,2023,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,38.0,8.74,4.35,28.0,53.1,,10.5,7.5,196.0,0.36
GM,General Motors Company,2024,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,48.0,10.59,4.53,34.0,57.8,,12.2,8.2,206.0,0.36
GM,General Motors Company,2025,78.8,96.0,57.0,126.0,Moderate Buy,2026-05-30T12:35:40.950775+00:00,44.0,5.02,8.76,16.0,60.5,,8.1,5.1,200.0,0.36
GOOGL,Alphabet,2015,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,33.0,1.29,25.58,14.8,8.9,0.1,2.2,1.65,8.6,0.0
GOOGL,Alphabet,2016,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,40.3,1.4,28.79,14.5,9.65,0.09,2.55,1.9,10.1,0.0
GOOGL,Alphabet,2017,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,52.5,1.84,28.53,14.0,10.65,0.1,3.1,2.35,12.0,0.0
GOOGL,Alphabet,2018,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,55.0,2.59,21.24,18.0,12.3,0.12,3.9,2.9,14.5,0.0
GOOGL,Alphabet,2019,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,67.6,2.93,23.07,17.1,13.75,0.12,4.55,3.3,16.8,0.0
GOOGL,Alphabet,2020,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,87.4,2.93,29.83,17.1,15.6,0.12,4.95,3.8,18.8,0.0
GOOGL,Alphabet,2021,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,144.4,5.61,25.74,29.9,19.0,0.14,7.6,5.95,25.5,0.0
GOOGL,Alphabet,2022,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,100.0,4.56,21.93,23.3,18.2,0.14,7.2,4.9,25.4,0.0
GOOGL,Alphabet,2023,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,140.5,5.8,24.22,25.6,21.0,0.13,9.1,6.65,29.5,0.0
GOOGL,Alphabet,2024,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,192.5,7.59,25.36,31.6,25.6,0.13,11.05,5.29,34.73,0.38
GOOGL,Alphabet,2025,395.25,426.44,349.94,515.0,Strong Buy,2026-05-30T12:35:17.805760+00:00,175.0,10.81,16.19,36.0,31.9,0.13,13.8,7.5,33.28,0.8
GS,Goldman Sachs,2015,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,181.0,12.14,14.91,6.5,172.0,0.63,,,107.0,2.2
GS,Goldman Sachs,2016,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,240.0,16.29,14.73,9.0,184.0,0.63,,,106.0,2.6
GS,Goldman Sachs,2017,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,255.0,9.01,28.3,4.5,195.0,0.62,,,114.0,3.0
GS,Goldman Sachs,2018,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,167.0,25.27,6.61,13.0,207.0,0.62,,,130.0,3.15
GS,Goldman Sachs,2019,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,231.0,21.03,10.98,10.0,217.0,0.62,,,141.0,3.5
GS,Goldman Sachs,2020,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,270.0,24.74,10.91,11.0,236.0,0.63,,,137.0,5.0
GS,Goldman Sachs,2021,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,393.0,59.45,6.61,23.0,267.0,0.63,,,183.0,7.5
GS,Goldman Sachs,2022,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,345.0,30.06,11.48,10.5,283.0,0.63,,,163.0,8.5
GS,Goldman Sachs,2023,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,391.0,22.87,17.1,7.5,303.0,0.63,,,138.0,9.5
GS,Goldman Sachs,2024,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,508.0,40.54,12.53,12.7,336.0,0.63,,,180.0,11.0
GS,Goldman Sachs,2025,948.0,939.0,600.0,1100.0,Hold,2026-05-30T12:35:17.805760+00:00,559.0,51.32,10.89,15.0,358.0,0.62,,,195.0,13.0
HD,"The Home Depot, Inc.",2016,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,133.0,6.45,20.62,555.0,1.4,,8.3,6.8,80.0,2.76
HD,"The Home Depot, Inc.",2017,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,179.0,7.29,24.55,1145.0,-1.4,,9.6,7.5,91.0,3.56
HD,"The Home Depot, Inc.",2018,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,186.0,9.73,19.12,1340.0,-5.5,,11.2,8.2,107.0,4.12
HD,"The Home Depot, Inc.",2019,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,198.0,10.25,19.32,1040.0,-8.5,,13.8,10.8,116.0,4.96
HD,"The Home Depot, Inc.",2020,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,234.0,11.94,19.6,,-15.4,,15.2,12.1,131.0,5.44
HD,"The Home Depot, Inc.",2021,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,280.0,14.51,19.3,,-2.8,,20.3,16.7,153.0,6.0
HD,"The Home Depot, Inc.",2022,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,343.0,16.69,20.55,,-1.5,,21.6,17.4,170.0,6.6
HD,"The Home Depot, Inc.",2023,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,290.0,15.11,19.19,,-3.1,,19.3,14.1,165.0,7.6
HD,"The Home Depot, Inc.",2024,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,336.0,17.12,19.63,,0.5,,24.8,19.5,178.0,8.36
HD,"The Home Depot, Inc.",2025,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,383.0,16.9,22.66,,2.8,,23.8,18.2,187.0,8.86
HD,"The Home Depot, Inc.",2026,297.5,417.0,348.0,497.0,Buy,2026-05-30T12:35:40.950775+00:00,297.0,14.91,19.92,,3.1,,20.1,15.8,195.0,9.0
HON,Honeywell,2015,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,100.0,5.36,18.66,32.0,15.5,0.36,6.5,5.5,41.0,2.32
HON,Honeywell,2016,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,115.5,5.7,20.26,34.0,16.0,0.38,7.0,6.0,39.5,2.64
HON,Honeywell,2017,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,153.0,6.79,22.53,36.0,17.5,0.4,7.5,6.5,40.0,3.03
HON,Honeywell,2018,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,146.0,7.55,19.34,40.0,18.0,0.44,8.5,7.5,42.0,3.26
HON,Honeywell,2019,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,178.0,8.16,21.81,44.0,18.5,0.48,9.0,8.0,42.5,3.72
HON,Honeywell,2020,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,214.0,7.1,30.14,40.0,17.0,0.5,8.5,7.5,40.0,4.08
HON,Honeywell,2021,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,225.0,8.06,27.92,45.0,17.5,0.52,9.5,8.5,43.5,3.96
HON,Honeywell,2022,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,209.0,9.2,22.72,56.0,16.5,0.54,10.5,9.5,46.5,4.12
HON,Honeywell,2023,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,201.0,9.3,21.61,58.0,16.0,0.52,10.0,9.0,47.0,4.16
HON,Honeywell,2024,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,229.0,8.77,26.11,54.0,16.5,0.54,9.5,8.5,45.5,4.28
HON,Honeywell,2025,219.0,232.0,170.0,310.0,Buy,2026-05-30T12:35:17.805760+00:00,219.0,6.94,31.56,42.0,17.0,0.56,10.0,9.0,48.0,4.68
IBM,IBM,2015,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,137.2,13.42,10.22,85.0,15.0,0.55,16.0,13.5,92.0,5.0
IBM,IBM,2016,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,165.0,13.59,12.14,88.0,13.0,0.58,15.5,13.0,86.0,5.6
IBM,IBM,2017,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,153.5,13.8,11.12,,10.0,0.62,14.5,12.0,81.0,6.0
IBM,IBM,2018,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,116.4,13.81,8.43,,5.5,0.75,15.0,12.5,80.0,6.28
IBM,IBM,2019,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,134.0,12.81,10.46,,4.5,0.78,14.0,11.5,76.0,6.47
IBM,IBM,2020,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,125.9,6.23,20.21,28.5,18.5,0.78,13.5,11.0,72.0,6.52
IBM,IBM,2021,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,133.6,5.46,24.47,20.0,24.0,0.76,13.5,11.0,70.0,6.56
IBM,IBM,2022,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,140.9,9.17,15.37,28.0,28.5,0.75,14.5,12.0,72.0,6.6
IBM,IBM,2023,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,163.7,10.09,16.22,30.0,30.0,0.74,15.5,13.0,72.0,6.63
IBM,IBM,2024,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,227.0,6.42,35.36,18.5,28.5,0.73,16.0,13.5,74.0,6.67
IBM,IBM,2025,219.3,291.33,225.0,340.0,Buy,2026-05-30T12:35:17.805760+00:00,219.3,11.14,19.69,30.0,32.0,0.72,17.5,14.5,71.0,6.84
JNJ,Johnson & Johnson,2015,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,102.7,5.48,18.74,22.0,25.0,0.26,10.0,7.5,53.5,2.95
JNJ,Johnson & Johnson,2016,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,115.3,5.93,19.44,22.5,26.5,0.3,11.5,8.8,55.0,3.15
JNJ,Johnson & Johnson,2017,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,140.1,5.47,25.61,22.0,27.0,0.31,12.0,9.1,58.5,3.32
JNJ,Johnson & Johnson,2018,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,129.0,5.61,22.99,25.0,26.0,0.36,13.5,10.4,62.0,3.54
JNJ,Johnson & Johnson,2019,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,145.8,5.63,25.9,26.0,25.0,0.38,14.0,10.8,64.0,3.75
JNJ,Johnson & Johnson,2020,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,157.5,5.51,28.58,24.5,25.5,0.39,14.5,11.2,63.5,4.04
JNJ,Johnson & Johnson,2021,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,171.6,7.81,21.97,29.0,29.0,0.4,15.5,12.0,70.0,4.24
JNJ,Johnson & Johnson,2022,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,176.8,7.29,24.25,27.0,28.0,0.41,15.0,11.8,72.5,4.45
JNJ,Johnson & Johnson,2023,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,156.7,13.72,11.42,44.0,31.0,0.4,18.0,15.3,76.0,4.7
JNJ,Johnson & Johnson,2024,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,153.3,5.79,26.48,17.5,29.7,0.41,17.0,14.0,58.0,4.96
JNJ,Johnson & Johnson,2025,221.43,234.3,153.0,280.0,Buy,2026-05-30T12:35:17.805760+00:00,172.0,11.03,15.59,32.0,32.0,0.42,19.5,16.5,64.0,5.0
JPM,JPMorgan Chase,2015,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,66.5,6.0,11.08,10.0,56.0,0.61,,,57.0,1.72
JPM,JPMorgan Chase,2016,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,86.3,6.19,13.94,10.0,60.0,0.6,,,59.0,1.92
JPM,JPMorgan Chase,2017,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,106.9,6.87,15.56,10.5,66.0,0.6,,,63.0,2.12
JPM,JPMorgan Chase,2018,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,97.6,9.0,10.84,13.0,70.5,0.6,,,72.0,2.32
JPM,JPMorgan Chase,2019,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,141.1,9.0,15.68,12.5,75.0,0.6,,,76.5,3.4
JPM,JPMorgan Chase,2020,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,127.1,8.88,14.31,12.0,80.0,0.62,,,73.0,3.6
JPM,JPMorgan Chase,2021,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,171.2,15.36,11.15,19.0,88.0,0.62,,,82.0,3.8
JPM,JPMorgan Chase,2022,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,134.1,12.09,11.09,14.5,86.0,0.62,,,86.0,4.0
JPM,JPMorgan Chase,2023,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,172.0,16.23,10.6,17.5,92.0,0.61,,,90.0,4.6
JPM,JPMorgan Chase,2024,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,239.5,19.75,12.13,21.0,102.0,0.61,,,95.0,5.4
JPM,JPMorgan Chase,2025,299.0,342.0,289.0,391.0,Buy,2026-05-30T12:35:17.805760+00:00,281.0,20.02,14.04,15.7,119.0,0.6,,,98.0,5.8
KHC,Kraft Heinz,2015,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,,,,,40.0,0.48,4.2,3.0,,
KHC,Kraft Heinz,2016,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,86.0,3.42,25.15,7.0,41.5,0.48,4.3,3.1,23.0,2.35
KHC,Kraft Heinz,2017,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,78.0,3.56,21.91,7.0,41.5,0.5,4.3,3.2,23.5,2.45
KHC,Kraft Heinz,2018,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,48.5,-10.34,-4.69,,31.0,0.52,3.8,2.8,24.0,2.5
KHC,Kraft Heinz,2019,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,32.0,-0.68,-47.06,,25.0,0.54,3.5,2.6,23.0,1.6
KHC,Kraft Heinz,2020,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,34.5,2.05,16.83,4.0,26.0,0.53,4.0,3.0,22.5,1.6
KHC,Kraft Heinz,2021,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,38.0,3.42,11.11,6.5,28.5,0.52,4.2,3.2,22.0,1.6
KHC,Kraft Heinz,2022,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,38.5,1.96,19.64,3.5,29.0,0.52,4.0,3.0,22.5,1.6
KHC,Kraft Heinz,2023,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,40.0,2.33,17.17,4.0,30.0,0.51,4.2,3.2,22.0,1.6
KHC,Kraft Heinz,2024,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,30.0,2.26,13.27,4.0,30.5,0.5,4.0,3.0,21.5,1.6
KHC,Kraft Heinz,2025,22.94,24.33,16.0,35.0,Hold,2026-05-30T12:35:17.805760+00:00,23.0,-4.93,-4.67,,24.0,0.5,3.8,2.8,21.0,1.6
KMI,Kinder Morgan,2015,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,14.0,-0.76,-18.42,,11.0,0.58,1.8,0.5,8.0,1.92
KMI,Kinder Morgan,2016,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,20.6,0.17,121.18,1.5,10.5,0.58,1.8,0.5,6.0,0.5
KMI,Kinder Morgan,2017,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,20.6,0.41,50.24,3.5,10.5,0.56,2.0,0.8,6.5,0.5
KMI,Kinder Morgan,2018,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,17.2,0.65,26.46,5.5,10.5,0.54,2.0,1.0,7.0,0.8
KMI,Kinder Morgan,2019,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,21.4,0.8,26.75,6.5,11.0,0.54,2.0,1.0,7.5,1.0
KMI,Kinder Morgan,2020,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,15.4,0.39,39.49,3.0,11.0,0.54,1.8,0.8,6.5,1.05
KMI,Kinder Morgan,2021,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,18.0,1.07,16.82,8.5,11.5,0.52,2.0,1.0,7.5,1.08
KMI,Kinder Morgan,2022,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,18.3,1.11,16.49,8.5,12.0,0.5,2.0,1.0,9.0,1.11
KMI,Kinder Morgan,2023,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,18.2,1.06,17.17,8.5,12.5,0.5,2.0,1.1,8.0,1.13
KMI,Kinder Morgan,2024,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,27.0,1.17,23.08,9.5,12.5,0.5,2.1,1.2,8.0,1.15
KMI,Kinder Morgan,2025,33.63,34.2,27.0,42.0,Hold,2026-05-30T12:35:17.805760+00:00,29.5,1.37,21.53,11.0,13.0,0.5,2.3,1.3,9.0,1.17
KO,Coca-Cola,2015,81.35,84.0,64.0,97.0,Buy,2026-05-30T12:35:17.805760+00:00,43.0,2.0,21.5,26.0,4.8,0.46,2.5,1.9,9.5,1.32
KO,Coca-Cola,2016,81.35,84.0,64.0,97.0,Buy,2026-05-30T12:35:17.805760+00:00,41.5,1.49,27.85,17.5,4.5,0.5,2.3,1.7,8.0,1.4
KO,Coca-Cola,2017,81.35,84.0,64.0,97.0,Buy,2026-05-30T12:35:17.805760+00:00,46.1,0.29,158.97,3.5,4.3,0.54,2.2,1.6,7.25,1.48
